person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_percent_income,cb_person_default_on_file
24,115000,RENT,8.0,EDUCATION,12000,0.1,N
22,119000,RENT,2.0,DEBTCONSOLIDATION,12000,0.1,N
23,120000,RENT,7.0,EDUCATION,12000,0.1,N
25,120000,RENT,1.0,VENTURE,12000,0.1,N
25,89796,MORTGAGE,2.0,VENTURE,9000,0.1,N
22,89800,MORTGAGE,6.0,DEBTCONSOLIDATION,20000,0.22,N
24,78000,MORTGAGE,8.0,VENTURE,24000,0.31,N
25,120000,RENT,3.0,PERSONAL,12000,0.1,N
25,123000,RENT,0.0,EDUCATION,12000,0.1,N
25,123144,RENT,2.0,MEDICAL,12000,0.1,N
23,90000,MORTGAGE,4.0,PERSONAL,20000,0.22,Y
26,125000,RENT,3.0,MEDICAL,12000,0.1,N
25,36000,OWN,0.0,VENTURE,2400,0.07,N
22,36000,OWN,2.0,EDUCATION,14000,0.39,N
23,113000,RENT,1.0,PERSONAL,12000,0.11,Y
26,90000,MORTGAGE,0.0,EDUCATION,6000,0.07,N
24,66300,MORTGAGE,6.0,MEDICAL,30000,0.38,N
23,36000,OWN,2.0,MEDICAL,12000,0.33,N
25,90000,MORTGAGE,9.0,EDUCATION,7750,0.09,N
23,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,4000,0.04,N
25,90000,MORTGAGE,2.0,MEDICAL,15000,0.17,N
23,127500,RENT,8.0,VENTURE,12000,0.09,N
23,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,3600,0.04,N
22,90000,MORTGAGE,6.0,PERSONAL,14300,0.16,N
26,78000,MORTGAGE,10.0,EDUCATION,14000,0.18,N
24,90000,MORTGAGE,7.0,EDUCATION,35000,0.39,N
25,36000,OWN,10.0,EDUCATION,11200,0.31,N
25,90000,MORTGAGE,2.0,MEDICAL,9500,0.11,N
26,130000,RENT,5.0,EDUCATION,12000,0.09,Y
25,90000,MORTGAGE,9.0,HOMEIMPROVEMENT,18000,0.2,N
26,136000,RENT,2.0,PERSONAL,12000,0.09,Y
22,78000,MORTGAGE,6.0,HOMEIMPROVEMENT,25000,0.32,N
23,140000,RENT,5.0,DEBTCONSOLIDATION,12000,0.09,N
22,36000,OWN,4.0,EDUCATION,3250,0.09,N
25,90000,MORTGAGE,9.0,PERSONAL,3600,0.04,N
24,90000,MORTGAGE,0.0,MEDICAL,13000,0.14,N
26,150000,RENT,3.0,PERSONAL,12000,0.08,N
23,90000,MORTGAGE,,PERSONAL,3000,0.03,N
24,90000,MORTGAGE,3.0,VENTURE,12000,0.13,N
23,90000,MORTGAGE,5.0,PERSONAL,15000,0.17,N
24,125375,RENT,0.0,MEDICAL,12000,0.08,N
24,90000,MORTGAGE,8.0,PERSONAL,8000,0.09,N
23,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,12000,0.13,N
24,35556,OWN,9.0,EDUCATION,13000,0.37,N
22,90000,MORTGAGE,6.0,EDUCATION,16000,0.18,N
23,170000,RENT,7.0,EDUCATION,12000,0.07,N
25,90000,MORTGAGE,0.0,EDUCATION,9000,0.1,N
24,90000,MORTGAGE,4.0,VENTURE,20000,0.22,N
25,66300,MORTGAGE,6.0,MEDICAL,20000,0.26,N
26,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,10000,0.11,N
23,210000,RENT,,EDUCATION,12000,0.06,N
25,225000,RENT,9.0,EDUCATION,12000,0.05,N
23,90000,OWN,7.0,MEDICAL,35000,0.39,N
24,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,4300,0.05,N
22,90000,MORTGAGE,2.0,MEDICAL,7000,0.08,N
21,90000,OWN,6.0,MEDICAL,12000,0.13,N
23,35482,OWN,7.0,VENTURE,7000,0.2,N
23,90000,MORTGAGE,7.0,MEDICAL,21000,0.23,N
25,35412,OWN,3.0,PERSONAL,5000,0.14,N
22,35400,OWN,6.0,EDUCATION,8000,0.23,N
26,105000,RENT,1.0,HOMEIMPROVEMENT,12100,0.12,N
24,42000,RENT,9.0,DEBTCONSOLIDATION,12125,0.29,N
26,90000,MORTGAGE,5.0,EDUCATION,8000,0.09,N
23,66300,MORTGAGE,6.0,MEDICAL,14000,0.18,N
22,90000,MORTGAGE,6.0,PERSONAL,6400,0.07,N
24,90000,MORTGAGE,1.0,MEDICAL,15000,0.17,N
22,36000,RENT,1.0,PERSONAL,12200,0.34,N
25,90000,MORTGAGE,9.0,MEDICAL,6000,0.07,N
21,82100,RENT,3.0,PERSONAL,12200,0.15,N
23,24000,RENT,4.0,EDUCATION,12250,0.51,Y
23,25960,RENT,1.0,VENTURE,12250,0.47,N
26,90000,MORTGAGE,10.0,PERSONAL,13000,0.14,N
24,26000,RENT,1.0,MEDICAL,12250,0.47,N
24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,8000,0.09,N
24,28800,RENT,5.0,MEDICAL,12250,0.43,N
23,90000,MORTGAGE,7.0,PERSONAL,22000,0.24,N
23,90000,MORTGAGE,7.0,VENTURE,4900,0.05,N
22,90000,MORTGAGE,6.0,EDUCATION,12000,0.13,N
21,30000,RENT,2.0,DEBTCONSOLIDATION,12250,0.41,Y
22,30000,RENT,0.0,HOMEIMPROVEMENT,12250,0.41,Y
26,32000,RENT,4.0,DEBTCONSOLIDATION,12250,0.38,N
25,90000,MORTGAGE,9.0,PERSONAL,10000,0.11,N
25,90000,MORTGAGE,4.0,PERSONAL,3000,0.03,N
21,29000,RENT,2.0,VENTURE,12250,0.42,N
24,90000,MORTGAGE,7.0,MEDICAL,15000,0.17,N
25,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,15000,0.17,N
23,90000,MORTGAGE,1.0,EDUCATION,13675,0.15,N
24,36000,RENT,0.0,DEBTCONSOLIDATION,12250,0.34,N
24,90000,MORTGAGE,8.0,VENTURE,7000,0.08,N
23,36000,RENT,4.0,MEDICAL,12250,0.34,N
23,36000,RENT,7.0,PERSONAL,12250,0.34,N
25,78000,MORTGAGE,8.0,DEBTCONSOLIDATION,6000,0.08,N
22,44000,RENT,0.0,MEDICAL,12250,0.28,Y
25,90000,MORTGAGE,9.0,VENTURE,5600,0.06,N
24,50000,RENT,8.0,HOMEIMPROVEMENT,12250,0.24,Y
25,45600,RENT,3.0,MEDICAL,12250,0.27,N
23,60000,RENT,3.0,EDUCATION,12250,0.2,N
23,90000,MORTGAGE,1.0,EDUCATION,4000,0.04,N
24,61400,RENT,1.0,VENTURE,12250,0.2,N
26,90000,MORTGAGE,10.0,HOMEIMPROVEMENT,5175,0.06,N
24,30000,RENT,1.0,EDUCATION,12300,0.41,N
23,32004,RENT,3.0,EDUCATION,12300,0.38,Y
23,90000,MORTGAGE,7.0,VENTURE,21000,0.23,N
23,39000,RENT,7.0,MEDICAL,12300,0.32,N
25,90000,MORTGAGE,2.0,VENTURE,10000,0.11,Y
23,55000,RENT,0.0,VENTURE,12300,0.22,N
24,90000,MORTGAGE,8.0,EDUCATION,35000,0.39,Y
25,90000,MORTGAGE,4.0,VENTURE,10000,0.11,N
24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,24000,0.27,Y
26,42000,RENT,6.0,PERSONAL,12375,0.29,N
21,90000,MORTGAGE,5.0,PERSONAL,21000,0.23,N
25,42000,RENT,8.0,DEBTCONSOLIDATION,12375,0.29,N
25,80000,RENT,2.0,PERSONAL,12375,0.15,N
22,34650,RENT,3.0,EDUCATION,12400,0.36,N
24,90000,MORTGAGE,3.0,MEDICAL,3000,0.03,N
23,90000,MORTGAGE,4.0,MEDICAL,4800,0.05,N
22,56324,RENT,2.0,EDUCATION,12400,0.22,N
22,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,9500,0.11,N
25,36996,RENT,2.0,EDUCATION,12450,0.34,N
23,31000,RENT,5.0,DEBTCONSOLIDATION,12500,0.4,N
25,90000,MORTGAGE,9.0,EDUCATION,20000,0.22,N
26,90000,MORTGAGE,10.0,EDUCATION,1000,0.01,N
24,90000,OWN,8.0,MEDICAL,12000,0.13,N
23,66300,MORTGAGE,2.0,MEDICAL,15000,0.19,N
24,90000,MORTGAGE,8.0,VENTURE,6000,0.07,N
25,36000,RENT,0.0,VENTURE,12500,0.35,N
24,32000,RENT,0.0,MEDICAL,12500,0.39,Y
23,90000,MORTGAGE,2.0,EDUCATION,5000,0.06,N
26,40000,RENT,4.0,EDUCATION,12500,0.31,N
22,30000,RENT,0.0,DEBTCONSOLIDATION,2800,0.09,N
22,90000,MORTGAGE,6.0,MEDICAL,6000,0.07,N
23,90000,OWN,7.0,MEDICAL,8500,0.09,N
23,90000,MORTGAGE,7.0,EDUCATION,8000,0.09,N
25,90000,MORTGAGE,5.0,VENTURE,10000,0.11,Y
22,33250,RENT,0.0,EDUCATION,2800,0.08,Y
22,90000,MORTGAGE,6.0,VENTURE,3500,0.04,N
24,33396,RENT,3.0,PERSONAL,2800,0.08,N
22,35000,RENT,5.0,VENTURE,2800,0.08,N
21,37423,RENT,5.0,VENTURE,2800,0.07,N
26,39000,RENT,5.0,MEDICAL,2800,0.07,N
22,40000,RENT,1.0,DEBTCONSOLIDATION,2800,0.07,N
22,40000,RENT,0.0,EDUCATION,2800,0.07,N
24,40000,RENT,8.0,MEDICAL,2800,0.07,N
25,90000,MORTGAGE,9.0,MEDICAL,15000,0.17,N
24,40800,RENT,0.0,VENTURE,2800,0.07,N
21,90000,MORTGAGE,,EDUCATION,1500,0.02,N
24,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,19750,0.22,Y
25,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,7500,0.08,N
25,90000,MORTGAGE,9.0,MEDICAL,6000,0.07,N
26,36120,RENT,3.0,MEDICAL,2800,0.08,N
25,37200,RENT,2.0,HOMEIMPROVEMENT,2800,0.08,N
25,90000,MORTGAGE,6.0,PERSONAL,8500,0.09,Y
24,90000,MORTGAGE,4.0,VENTURE,1700,0.02,N
25,44000,RENT,1.0,EDUCATION,2800,0.06,N
22,90000,MORTGAGE,2.0,VENTURE,5000,0.06,N
22,45000,RENT,1.0,PERSONAL,2800,0.06,Y
22,90000,OWN,6.0,VENTURE,7000,0.08,N
22,46800,RENT,5.0,DEBTCONSOLIDATION,2800,0.06,N
22,90000,MORTGAGE,3.0,EDUCATION,25000,0.28,N
26,35000,OWN,1.0,PERSONAL,7500,0.21,N
22,90000,MORTGAGE,6.0,EDUCATION,6400,0.07,N
26,90000,MORTGAGE,9.0,DEBTCONSOLIDATION,6500,0.07,N
24,50000,RENT,0.0,DEBTCONSOLIDATION,2800,0.06,N
25,90000,MORTGAGE,7.0,PERSONAL,6000,0.07,N
25,90000,OWN,,VENTURE,5000,0.06,N
24,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,24000,0.27,N
24,44000,RENT,5.0,PERSONAL,2800,0.06,N
26,50000,RENT,1.0,MEDICAL,2800,0.06,Y
23,50000,RENT,4.0,MEDICAL,2800,0.06,N
22,90000,MORTGAGE,6.0,EDUCATION,10000,0.11,N
26,52582,RENT,3.0,VENTURE,2800,0.05,N
21,48000,RENT,5.0,PERSONAL,2800,0.06,N
22,56000,RENT,4.0,VENTURE,2800,0.05,Y
25,90000,MORTGAGE,2.0,PERSONAL,20000,0.22,Y
23,74000,RENT,7.0,VENTURE,2800,0.04,Y
23,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,0.19,N
24,86400,RENT,5.0,DEBTCONSOLIDATION,2800,0.03,Y
21,35000,OWN,2.0,VENTURE,7200,0.21,N
25,90000,MORTGAGE,9.0,DEBTCONSOLIDATION,15000,0.17,N
23,123000,RENT,4.0,DEBTCONSOLIDATION,2800,0.02,Y
25,90000,MORTGAGE,6.0,PERSONAL,6000,0.07,N
24,78000,MORTGAGE,0.0,DEBTCONSOLIDATION,19500,0.25,N
22,35000,OWN,6.0,EDUCATION,18500,0.53,N
23,18460,RENT,0.0,PERSONAL,2775,0.15,N
23,16800,RENT,2.0,MEDICAL,2750,0.16,Y
25,78000,MORTGAGE,4.0,DEBTCONSOLIDATION,3000,0.04,N
25,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,8000,0.1,N
26,90000,MORTGAGE,3.0,PERSONAL,3200,0.04,N
22,90000,MORTGAGE,1.0,EDUCATION,2500,0.03,N
26,90000,MORTGAGE,1.0,PERSONAL,20000,0.22,N
23,60000,RENT,7.0,EDUCATION,2750,0.05,Y
23,90000,MORTGAGE,1.0,EDUCATION,12000,0.13,N
25,90000,OWN,9.0,HOMEIMPROVEMENT,10000,0.11,N
24,31200,RENT,4.0,PERSONAL,2725,0.09,N
22,90000,MORTGAGE,6.0,EDUCATION,20000,0.22,N
21,90000,OTHER,5.0,MEDICAL,16000,0.18,N
23,90000,MORTGAGE,5.0,PERSONAL,6000,0.07,N
23,78000,MORTGAGE,4.0,PERSONAL,15250,0.2,N
21,15600,RENT,5.0,VENTURE,2700,0.17,N
24,90000,MORTGAGE,8.0,EDUCATION,3000,0.03,Y
23,90000,MORTGAGE,1.0,DEBTCONSOLIDATION,1500,0.02,N
23,90000,MORTGAGE,1.0,EDUCATION,15000,0.17,N
26,78000,MORTGAGE,10.0,EDUCATION,10000,0.13,N
25,90000,MORTGAGE,7.0,VENTURE,11000,0.12,N
23,24000,RENT,7.0,DEBTCONSOLIDATION,2700,0.11,N
25,78000,MORTGAGE,7.0,VENTURE,9000,0.12,Y
24,90000,MORTGAGE,4.0,HOMEIMPROVEMENT,5000,0.06,N
24,90000,MORTGAGE,1.0,PERSONAL,12000,0.13,Y
24,90000,MORTGAGE,2.0,EDUCATION,7500,0.08,N
23,26000,RENT,3.0,DEBTCONSOLIDATION,2700,0.1,N
24,90000,MORTGAGE,8.0,PERSONAL,5000,0.06,Y
25,90000,MORTGAGE,3.0,VENTURE,25000,0.28,N
26,30000,RENT,2.0,EDUCATION,2700,0.09,N
22,31200,RENT,0.0,DEBTCONSOLIDATION,2700,0.09,N
24,32000,RENT,1.0,VENTURE,2700,0.08,N
26,90000,MORTGAGE,2.0,EDUCATION,25000,0.28,N
25,35000,RENT,2.0,EDUCATION,2700,0.08,N
26,90000,OWN,2.0,VENTURE,9500,0.11,N
25,90084,MORTGAGE,6.0,PERSONAL,15000,0.17,N
23,90096,MORTGAGE,0.0,EDUCATION,10150,0.11,N
23,78216,MORTGAGE,7.0,PERSONAL,1200,0.02,N
22,78369,MORTGAGE,6.0,DEBTCONSOLIDATION,11000,0.14,N
24,90474,MORTGAGE,8.0,EDUCATION,15000,0.17,N
25,51000,RENT,1.0,DEBTCONSOLIDATION,2700,0.05,N
24,90730,MORTGAGE,6.0,HOMEIMPROVEMENT,8000,0.09,N
25,46200,RENT,1.0,DEBTCONSOLIDATION,2700,0.06,N
22,90888,MORTGAGE,5.0,EDUCATION,13200,0.15,N
24,98450,RENT,8.0,EDUCATION,2700,0.03,N
24,90996,MORTGAGE,0.0,EDUCATION,8400,0.09,N
21,90996,MORTGAGE,5.0,PERSONAL,6000,0.07,N
24,90996,MORTGAGE,8.0,HOMEIMPROVEMENT,20000,0.22,Y
26,18144,RENT,2.0,PERSONAL,2675,0.15,N
24,90996,MORTGAGE,2.0,EDUCATION,16000,0.18,N
23,40000,RENT,7.0,PERSONAL,2675,0.07,N
23,91000,MORTGAGE,0.0,EDUCATION,1000,0.01,N
24,91000,MORTGAGE,9.0,EDUCATION,15000,0.16,N
24,91000,MORTGAGE,8.0,DEBTCONSOLIDATION,2400,0.03,N
24,91000,MORTGAGE,8.0,HOMEIMPROVEMENT,10000,0.11,N
23,91000,MORTGAGE,7.0,PERSONAL,1500,0.02,Y
21,22240,RENT,5.0,MEDICAL,2650,0.12,N
23,79000,MORTGAGE,7.0,DEBTCONSOLIDATION,16000,0.2,N
23,91000,MORTGAGE,5.0,VENTURE,10000,0.11,Y
23,46728,RENT,2.0,PERSONAL,2650,0.06,N
22,91000,OWN,5.0,EDUCATION,15000,0.16,N
23,91000,MORTGAGE,7.0,PERSONAL,10000,0.11,N
24,79000,MORTGAGE,4.0,HOMEIMPROVEMENT,5000,0.06,N
23,91000,MORTGAGE,4.0,VENTURE,8000,0.09,N
21,91000,MORTGAGE,5.0,VENTURE,20000,0.22,N
24,91000,MORTGAGE,5.0,MEDICAL,15000,0.16,N
24,16000,RENT,2.0,HOMEIMPROVEMENT,2600,0.16,Y
22,20160,RENT,1.0,EDUCATION,2600,0.13,N
21,35000,OWN,2.0,MEDICAL,11000,0.31,N
23,91000,MORTGAGE,3.0,PERSONAL,12000,0.13,N
24,21600,RENT,0.0,EDUCATION,2600,0.12,Y
24,91000,MORTGAGE,0.0,HOMEIMPROVEMENT,1000,0.01,N
26,67150,MORTGAGE,9.0,MEDICAL,15000,0.19,Y
21,27000,RENT,3.0,PERSONAL,2600,0.1,Y
24,91000,MORTGAGE,8.0,VENTURE,7000,0.08,N
24,91000,MORTGAGE,0.0,DEBTCONSOLIDATION,7500,0.08,N
23,91000,MORTGAGE,7.0,DEBTCONSOLIDATION,7500,0.08,Y
23,91092,MORTGAGE,2.0,PERSONAL,10000,0.11,N
25,79200,MORTGAGE,1.0,PERSONAL,11200,0.14,Y
21,35000,OWN,2.0,VENTURE,7000,0.2,N
25,35000,OWN,9.0,PERSONAL,4000,0.11,N
23,91200,MORTGAGE,7.0,DEBTCONSOLIDATION,3000,0.03,N
22,91200,OWN,6.0,PERSONAL,5000,0.05,N
25,91200,MORTGAGE,9.0,PERSONAL,6000,0.07,N
24,79200,MORTGAGE,8.0,VENTURE,6500,0.08,Y
24,91228,MORTGAGE,2.0,MEDICAL,12000,0.13,N
22,91234,MORTGAGE,6.0,PERSONAL,12000,0.13,N
23,35000,OWN,7.0,MEDICAL,10000,0.29,N
22,35000,OWN,2.0,VENTURE,13200,0.38,N
22,48000,RENT,2.0,EDUCATION,2600,0.05,N
21,91500,MORTGAGE,4.0,PERSONAL,8000,0.09,N
23,74029,RENT,7.0,DEBTCONSOLIDATION,2600,0.04,Y
25,100000,RENT,3.0,DEBTCONSOLIDATION,2600,0.03,N
26,35000,OWN,1.0,VENTURE,4175,0.12,N
26,67983,MORTGAGE,7.0,MEDICAL,15000,0.19,Y
23,92000,MORTGAGE,2.0,DEBTCONSOLIDATION,15000,0.16,N
23,92000,MORTGAGE,7.0,PERSONAL,12000,0.13,N
21,12960,RENT,2.0,VENTURE,2525,0.19,N
24,57500,RENT,4.0,DEBTCONSOLIDATION,2525,0.04,Y
23,10000,RENT,0.0,HOMEIMPROVEMENT,2500,0.25,Y
23,92000,MORTGAGE,5.0,EDUCATION,2400,0.03,N
22,92000,MORTGAGE,4.0,VENTURE,1400,0.02,N
23,92000,MORTGAGE,7.0,EDUCATION,4800,0.05,N
22,35000,OWN,6.0,MEDICAL,5000,0.14,N
24,92000,MORTGAGE,8.0,VENTURE,11000,0.12,N
26,92000,OWN,3.0,HOMEIMPROVEMENT,22500,0.24,N
23,41000,RENT,1.0,DEBTCONSOLIDATION,12500,0.3,N
21,42000,RENT,4.0,EDUCATION,12500,0.3,N
26,68000,MORTGAGE,11.0,MEDICAL,25000,0.31,N
23,92000,MORTGAGE,7.0,MEDICAL,18000,0.2,Y
24,92000,MORTGAGE,7.0,PERSONAL,15000,0.16,N
25,36960,RENT,8.0,DEBTCONSOLIDATION,12500,0.34,Y
22,13200,RENT,0.0,VENTURE,2500,0.19,N
22,14400,RENT,2.0,PERSONAL,2500,0.17,N
24,92000,MORTGAGE,9.0,PERSONAL,25000,0.27,Y
26,14400,RENT,2.0,VENTURE,2500,0.17,Y
24,92000,MORTGAGE,9.0,DEBTCONSOLIDATION,22000,0.24,N
23,15600,RENT,3.0,EDUCATION,2500,0.16,N
24,92000,OWN,4.0,MEDICAL,7200,0.08,N
23,68000,MORTGAGE,4.0,MEDICAL,8000,0.1,N
23,15600,RENT,,DEBTCONSOLIDATION,2500,0.16,N
23,92000,MORTGAGE,7.0,VENTURE,10000,0.11,Y
23,92000,MORTGAGE,4.0,EDUCATION,15600,0.17,Y
23,92000,MORTGAGE,7.0,PERSONAL,15000,0.16,N
23,92000,MORTGAGE,7.0,EDUCATION,7000,0.08,Y
25,92000,MORTGAGE,9.0,MEDICAL,13000,0.14,N
26,92000,MORTGAGE,0.0,DEBTCONSOLIDATION,5600,0.06,N
22,92000,OTHER,2.0,MEDICAL,6000,0.07,N
23,92000,MORTGAGE,0.0,EDUCATION,12950,0.14,N
25,17352,RENT,0.0,PERSONAL,2500,0.14,N
21,18000,RENT,3.0,EDUCATION,2500,0.14,N
26,80004,MORTGAGE,7.0,DEBTCONSOLIDATION,7500,0.09,Y
22,18204,RENT,2.0,DEBTCONSOLIDATION,2500,0.14,N
23,92004,MORTGAGE,7.0,VENTURE,24250,0.26,N
22,18984,RENT,6.0,HOMEIMPROVEMENT,2500,0.13,Y
24,19464,RENT,,PERSONAL,2500,0.13,Y
26,92004,MORTGAGE,3.0,MEDICAL,24250,0.26,N
25,80004,MORTGAGE,8.0,PERSONAL,6000,0.07,N
26,80040,MORTGAGE,6.0,PERSONAL,10000,0.12,N
25,20000,RENT,2.0,PERSONAL,2500,0.13,N
24,92259,MORTGAGE,4.0,HOMEIMPROVEMENT,6000,0.07,N
21,20000,RENT,2.0,PERSONAL,2500,0.13,Y
25,37560,RENT,2.0,DEBTCONSOLIDATION,12500,0.33,N
26,92400,MORTGAGE,8.0,MEDICAL,14500,0.16,N
24,80400,MORTGAGE,8.0,PERSONAL,10000,0.12,N
25,45000,RENT,1.0,MEDICAL,12500,0.28,N
22,92496,MORTGAGE,2.0,EDUCATION,10200,0.11,N
23,46000,RENT,1.0,EDUCATION,12500,0.27,N
26,46800,RENT,0.0,EDUCATION,12500,0.27,N
21,49000,RENT,5.0,VENTURE,12500,0.26,N
26,44000,RENT,4.0,HOMEIMPROVEMENT,12500,0.28,Y
23,92500,MORTGAGE,5.0,EDUCATION,2500,0.03,N
22,50000,RENT,4.0,MEDICAL,12500,0.25,N
25,92700,MORTGAGE,5.0,VENTURE,1500,0.02,Y
22,92700,MORTGAGE,1.0,VENTURE,9250,0.1,N
24,50000,RENT,0.0,DEBTCONSOLIDATION,12500,0.25,N
26,92700,MORTGAGE,6.0,EDUCATION,1500,0.02,N
23,92700,MORTGAGE,2.0,VENTURE,25000,0.27,N
24,34800,OWN,8.0,VENTURE,1700,0.05,N
22,34800,OWN,4.0,MEDICAL,7350,0.21,N
23,92700,MORTGAGE,2.0,EDUCATION,5000,0.05,N
26,92795,MORTGAGE,10.0,MEDICAL,19000,0.2,N
26,34656,OWN,2.0,PERSONAL,5500,0.16,N
25,93000,MORTGAGE,9.0,VENTURE,12000,0.13,Y
21,52000,RENT,5.0,MEDICAL,12500,0.24,N
25,93000,MORTGAGE,1.0,VENTURE,12000,0.13,N
24,54996,RENT,0.0,MEDICAL,12500,0.23,N
23,93000,MORTGAGE,5.0,DEBTCONSOLIDATION,2000,0.02,N
26,51000,RENT,10.0,DEBTCONSOLIDATION,12500,0.25,N
22,93000,MORTGAGE,6.0,MEDICAL,3600,0.04,N
26,93000,MORTGAGE,0.0,DEBTCONSOLIDATION,8000,0.09,N
26,93000,MORTGAGE,10.0,DEBTCONSOLIDATION,6000,0.06,N
25,93000,MORTGAGE,3.0,DEBTCONSOLIDATION,2000,0.02,N
24,34500,OWN,8.0,EDUCATION,2000,0.06,N
23,81000,MORTGAGE,0.0,DEBTCONSOLIDATION,16000,0.2,N
22,60000,RENT,6.0,PERSONAL,12500,0.21,N
24,60000,RENT,4.0,EDUCATION,12500,0.21,N
23,60000,RENT,4.0,PERSONAL,12500,0.21,N
25,60000,RENT,4.0,EDUCATION,12500,0.21,N
24,54000,RENT,2.0,VENTURE,12500,0.23,N
22,62000,RENT,6.0,MEDICAL,12500,0.2,N
22,63000,RENT,2.0,EDUCATION,12500,0.2,N
26,93000,MORTGAGE,4.0,PERSONAL,5600,0.06,Y
22,65000,RENT,1.0,EDUCATION,12500,0.19,N
26,93000,MORTGAGE,8.0,MEDICAL,17500,0.19,N
23,65000,RENT,0.0,EDUCATION,12500,0.19,N
23,93000,OWN,7.0,VENTURE,25000,0.27,N
25,93000,MORTGAGE,5.0,MEDICAL,12000,0.13,N
23,93000,OWN,7.0,VENTURE,10000,0.11,N
21,93000,MORTGAGE,4.0,EDUCATION,9800,0.11,N
24,70000,RENT,3.0,HOMEIMPROVEMENT,12500,0.18,N
25,80400,RENT,2.0,VENTURE,12500,0.16,N
23,84000,RENT,0.0,DEBTCONSOLIDATION,12500,0.15,N
24,73000,RENT,6.0,DEBTCONSOLIDATION,12500,0.17,N
23,34188,OWN,,VENTURE,3200,0.09,N
26,95000,RENT,3.0,MEDICAL,12500,0.13,N
24,93000,MORTGAGE,3.0,VENTURE,18000,0.19,Y
23,93000,MORTGAGE,5.0,VENTURE,3000,0.03,N
22,93000,MORTGAGE,6.0,VENTURE,7500,0.08,N
25,93080,MORTGAGE,3.0,DEBTCONSOLIDATION,8450,0.09,Y
24,110000,RENT,1.0,DEBTCONSOLIDATION,12500,0.11,N
25,93200,MORTGAGE,9.0,EDUCATION,25000,0.27,Y
22,93218,MORTGAGE,5.0,MEDICAL,12000,0.13,N
22,93240,MORTGAGE,6.0,PERSONAL,7000,0.08,N
26,93450,MORTGAGE,1.0,HOMEIMPROVEMENT,12000,0.13,N
22,30000,RENT,0.0,MEDICAL,12600,0.42,N
25,42504,RENT,0.0,MEDICAL,12600,0.3,N
25,93500,MORTGAGE,1.0,HOMEIMPROVEMENT,14000,0.15,N
26,93500,MORTGAGE,9.0,VENTURE,6250,0.07,Y
24,47250,RENT,5.0,EDUCATION,12600,0.27,N
22,74000,RENT,6.0,PERSONAL,12600,0.17,N
22,110000,RENT,3.0,DEBTCONSOLIDATION,12600,0.11,N
23,69360,MORTGAGE,,MEDICAL,9600,0.12,N
24,93600,MORTGAGE,,MEDICAL,3600,0.04,N
22,190000,RENT,3.0,EDUCATION,12600,0.07,N
22,93600,MORTGAGE,6.0,EDUCATION,5000,0.05,N
21,93600,MORTGAGE,5.0,EDUCATION,25000,0.27,N
25,69360,MORTGAGE,2.0,MEDICAL,22000,0.27,Y
25,93600,MORTGAGE,9.0,DEBTCONSOLIDATION,20000,0.21,N
23,23000,RENT,3.0,EDUCATION,12700,0.55,Y
22,93600,MORTGAGE,0.0,DEBTCONSOLIDATION,6000,0.06,N
22,81996,MORTGAGE,6.0,PERSONAL,10000,0.12,N
23,70000,RENT,0.0,VENTURE,12700,0.18,N
22,52000,RENT,3.0,MEDICAL,12750,0.25,N
25,94000,MORTGAGE,9.0,HOMEIMPROVEMENT,30000,0.32,N
23,94000,MORTGAGE,1.0,PERSONAL,13000,0.14,N
22,94000,MORTGAGE,6.0,PERSONAL,35000,0.37,Y
24,32000,RENT,4.0,HOMEIMPROVEMENT,12800,0.4,N
23,38500,RENT,8.0,DEBTCONSOLIDATION,12800,0.33,N
26,94000,MORTGAGE,8.0,PERSONAL,15000,0.16,N
24,94000,MORTGAGE,4.0,EDUCATION,25000,0.27,N
22,40000,RENT,0.0,MEDICAL,12800,0.32,N
21,40000,RENT,,VENTURE,12800,0.32,N
23,40000,RENT,5.0,EDUCATION,12800,0.32,Y
25,94000,MORTGAGE,5.0,MEDICAL,20000,0.21,N
26,42000,RENT,4.0,EDUCATION,12800,0.3,N
22,44400,RENT,3.0,EDUCATION,12800,0.29,N
26,94000,MORTGAGE,1.0,DEBTCONSOLIDATION,5000,0.05,N
22,42200,RENT,6.0,VENTURE,12800,0.3,N
23,46000,RENT,2.0,EDUCATION,12800,0.28,Y
26,52992,RENT,6.0,HOMEIMPROVEMENT,12800,0.24,N
22,94200,MORTGAGE,6.0,PERSONAL,20000,0.21,N
23,94200,MORTGAGE,6.0,EDUCATION,18000,0.19,N
22,94342,MORTGAGE,,EDUCATION,2400,0.03,N
